article_id,expr_type,value,char_offset
1520.txt,"month, relative-interval",day,1142
1520.txt,"month, relative-interval", year,2753
1520.txt,"month, relative-interval", month ,2845
1246.txt,year, 1978,182
1246.txt,year,2003,2122
1246.txt,"month, relative-interval",day,86
1246.txt,"month, relative-interval", day,528
1246.txt,"month, relative-interval", minute,842
1246.txt,"month, relative-interval",hour ,1113
1246.txt,"month, relative-interval", minute,1309
1246.txt,"month, relative-interval", day,1475
1246.txt,"month, relative-interval", year,2045
1246.txt,dayofweek, Saturday ,1974
1252.txt,year,2000,277
1252.txt,year,2000,1188
1252.txt,year, 1998,1439
1252.txt,year,2003,1608
1252.txt,year,2000,1912
1252.txt,year, 1998,2121
1252.txt,year,2000,2141
1252.txt,year, 1993,2204
1252.txt,year, 1994,2229
1252.txt,year,2000,2287
1252.txt,"month, relative-interval",day,146
1252.txt,"month, relative-interval", year,567
1252.txt,"month, relative-interval",year,1131
1252.txt,"month, relative-interval", last season,2022
1252.txt,"month, relative-interval",day ,2617
1534.txt,month, may ,77
1534.txt,month, may ,221
1534.txt,year,2004,446
1534.txt,"month, relative-interval"," season

",23
1534.txt,"month, relative-interval", year,355
1534.txt,"month, relative-interval", week,615
1534.txt,"month, relative-interval",day,2027
936.txt,month, February ,419
936.txt,year,2006,58
936.txt,year, 1917,315
936.txt,year, 1998,718
936.txt,year,2002,786
936.txt,"month, relative-interval", year,501
936.txt,"month, relative-interval", year ,805
936.txt,"month, relative-interval", year ,869
936.txt,season, autumn ,62
936.txt,season, spring ,428
936.txt,season, autumn ,904
922.txt,month, May ,492
922.txt,"month, relative-interval",day,138
922.txt,"month, relative-interval", week,278
922.txt,"month, relative-interval", week,354
922.txt,dayofweek, Monday ,448
922.txt,day-month, 5 May,490
1508.txt,month, November ,525
1508.txt,month, may ,2995
1508.txt,day-month, 16 November,522
711.txt,month, September ,1900
711.txt,year,2003,1010
711.txt,year, 1965,2119
711.txt,year,2003,2125
711.txt,"month, relative-interval",day,343
711.txt,"month, relative-interval", year ,830
711.txt,"month, relative-interval", Last year,934
711.txt,"month, relative-interval", year,1180
711.txt,"month, relative-interval", year ,1795
711.txt,day-month, 11 September,1897
1285.txt,"month, relative-interval",day,97
1285.txt,"month, relative-interval", last week,905
1291.txt,year, 1030,2156
1291.txt,year, 1330,2257
1291.txt,"month, relative-interval", week,1045
1291.txt,"month, relative-interval", week ,1062
1291.txt,"month, relative-interval", year,1169
1291.txt,"month, relative-interval",day,2087
1291.txt,day-month, 4 March,2091
705.txt,month, may ,1575
705.txt,month, may ,1968
739.txt,month, May ,1760
739.txt,"month, relative-interval",day ,2264
739.txt,dayofweek, Monday ,269
1454.txt,year,2001,320
1454.txt,year, 1993,1406
1454.txt,year, 1997,1489
1454.txt,year,2001,1499
1454.txt,"month, relative-interval", next month,153
1454.txt,"month, relative-interval",day,954
1454.txt,"month, relative-interval", year,1038
1332.txt,"month, relative-interval",day,371
1326.txt,"month, relative-interval",year,188
1326.txt,"month, relative-interval", minute,204
1326.txt,"month, relative-interval", last year,523
1440.txt,"month, relative-interval", last week ,216
1440.txt,"month, relative-interval",day,326
1440.txt,"month, relative-interval",year,447
1440.txt,"month, relative-interval", last week ,564
1440.txt,"month, relative-interval", last week,884
1440.txt,"month, relative-interval", month,1007
1440.txt,"month, relative-interval", week ,1250
1468.txt,"month, relative-interval", last year,279
1468.txt,"month, relative-interval", few year,564
842.txt,year, 1949,1509
842.txt,"month, relative-interval", next week ,522
842.txt,"month, relative-interval",day ,1439
842.txt,"month, relative-interval",day,1473
842.txt,"month, relative-interval", last month ,1684
842.txt,"month, relative-interval",day,1870
842.txt,day-month, 18 February,463
842.txt,season, spring ,79
16.txt,"month, relative-interval",day,858
16.txt,"month, relative-interval", year,924
16.txt,"month, relative-interval", year ,1571
16.txt,"month, relative-interval", last week ,1746
16.txt,"month, relative-interval", week,1973
16.txt,"month, relative-interval", hour,2595
16.txt,"month, relative-interval",day,2661
856.txt,month, may ,2176
856.txt,"month, relative-interval",day,257
856.txt,"month, relative-interval", Today ,1052
856.txt,"month, relative-interval", day ,1873
856.txt,"month, relative-interval",day,2472
856.txt,dayofweek, Saturday ,320
856.txt,dayofweek, Saturday ,559
103.txt,month, may ,1444
103.txt,year,2005,10
103.txt,year,2004,110
103.txt,year,2005,352
103.txt,year,2004,389
103.txt,year,2004,576
103.txt,year,2005,954
103.txt,year,2004,1180
103.txt,year,2004,1527
103.txt,year,2007,1724
103.txt,"month, relative-interval", year ,87
103.txt,"month, relative-interval", year,679
103.txt,"month, relative-interval", next year,707
103.txt,"month, relative-interval", year,1569
103.txt,day-month, 19 January,592
1497.txt,year,2000,664
1497.txt,"month, relative-interval", day,623
1497.txt,day-month, 28 sep,1411
665.txt,year, 1988,269
665.txt,year, 1969,906
665.txt,"month, relative-interval", Day,173
665.txt,"month, relative-interval", Day ,848
665.txt,dayofweek, Friday ,411
665.txt,decade,1960s,557
671.txt,month, may ,972
671.txt,year,2005,1441
671.txt,"month, relative-interval", year,341
671.txt,"month, relative-interval", week ,798
671.txt,"month, relative-interval", year ,1458
117.txt,month, December ,178
117.txt,month, may ,1673
117.txt,"month, relative-interval", month,161
117.txt,"month, relative-interval", year ,232
117.txt,"month, relative-interval",day ,483
117.txt,"month, relative-interval", month,838
117.txt,"month, relative-interval",year ,1253
117.txt,"month, relative-interval", month,1301
117.txt,"month, relative-interval",year ,1338
117.txt,"month, relative-interval", month,1518
117.txt,"month, relative-interval", year,1539
117.txt,"month, relative-interval", year,1633
117.txt,"month, relative-interval", Last month,1639
117.txt,day-month, 31 December,175
881.txt,month, may ,538
881.txt,month, may ,1526
881.txt,month, October ,1736
881.txt,year, 1989,2016
881.txt,"month, relative-interval", week ,605
881.txt,"month, relative-interval", last year ,920
881.txt,"month, relative-interval", Today ,1195
881.txt,"month, relative-interval", Today,2077
659.txt,"month, relative-interval", Week,248
659.txt,"month, relative-interval",year,393
659.txt,"month, relative-interval", Week,644
895.txt,"month, relative-interval", year,1202
1130.txt,"month, relative-interval",day,233
1130.txt,"month, relative-interval", year,345
1130.txt,"month, relative-interval", day,603
1130.txt,"month, relative-interval",week ,1446
1130.txt,"month, relative-interval", day,1511
1130.txt,dayofweek, Monday ,161
1130.txt,day-month, 13 March,530
1656.txt,month, December ,2072
1656.txt,year,2003,231
1656.txt,"month, relative-interval", season,200
1656.txt,"month, relative-interval", year,739
1656.txt,"month, relative-interval", day,1875
1656.txt,"month, relative-interval", hour,2054
1656.txt,"month, relative-interval", week ,2064
1656.txt,"month, relative-interval", year ,2637
1642.txt,month, September ,2982
1642.txt,month, September ,3116
1642.txt,year,2004,2855
1642.txt,year,2004,2993
1642.txt,year,2005,3127
1642.txt,"month, relative-interval", year,634
1642.txt,"month, relative-interval", year ,1283
1124.txt,"month, relative-interval",day,981
1124.txt,"month, relative-interval", week ,1056
1124.txt,day-month, 13 March,575
498.txt,"month, relative-interval", week,132
498.txt,"month, relative-interval", day,882
498.txt,"month, relative-interval", week,1026
498.txt,dayofweek, Friday ,900
1118.txt,"month, relative-interval",minute ,168
1118.txt,"month, relative-interval", minute,762
1118.txt,"month, relative-interval", week,1076
1118.txt,"month, relative-interval", minute,1703
1118.txt,"month, relative-interval", minute,2074
1118.txt,"month, relative-interval", minute,2175
1118.txt,"month, relative-interval", minute,2474
1118.txt,"month, relative-interval", minute,2648
1118.txt,"month, relative-interval", minute,3001
1118.txt,"month, relative-interval", minute,3074
467.txt,month, July ,150
467.txt,month, June ,673
467.txt,year,2003,679
467.txt,"month, relative-interval", hour,116
467.txt,"month, relative-interval",day,329
467.txt,"month, relative-interval", day ,797
467.txt,"month, relative-interval", year ,1098
467.txt,"month, relative-interval", year,1358
467.txt,day-month, 16 July,147
467.txt,day-month, 25 December,372
1695.txt,year,2006,846
1695.txt,"month, relative-interval", year,243
1695.txt,"month, relative-interval",day,275
1695.txt,"month, relative-interval", next year,915
1695.txt,"month, relative-interval", year,1000
1695.txt,"month, relative-interval", year,1278
301.txt,year,2004,239
301.txt,year,2003,731
301.txt,year,2005,1468
301.txt,"month, relative-interval", year ,949
301.txt,"month, relative-interval", year,1227
301.txt,"month, relative-interval",day,1911
301.txt,season, summer ,658
315.txt,month, may ,2866
315.txt,"month, relative-interval",day ,441
315.txt,"month, relative-interval", month,1019
315.txt,"month, relative-interval", day,1378
315.txt,"month, relative-interval", day,1708
315.txt,"month, relative-interval",day,2086
315.txt,"month, relative-interval", day,2133
315.txt,"month, relative-interval", year,2226
315.txt,"month, relative-interval",day,3312
1681.txt,month, may ,3443
1681.txt,year,2004,1623
1681.txt,year,2004,1768
1681.txt,year,2003,1835
1681.txt,year,2004,1844
1681.txt,year,2005,1997
1681.txt,year,2004,2039
1681.txt,year,2005,3888
1681.txt,"month, relative-interval", next year,248
1681.txt,"month, relative-interval",day ,397
1681.txt,"month, relative-interval", year,489
1681.txt,"month, relative-interval", year ,1122
1681.txt,"month, relative-interval", year ,1614
1681.txt,"month, relative-interval",day,1694
1681.txt,"month, relative-interval", year ,2169
1681.txt,"month, relative-interval", next year ,2516
1681.txt,"month, relative-interval", year,2959
1681.txt,day-month, 9 January,4195
1681.txt,season, summer ,3500
473.txt,year, 1979,459
473.txt,year, 1968,509
473.txt,year, 1975,518
473.txt,year,2000,1160
473.txt,year, 1994,1192
473.txt,"month, relative-interval", hour,92
473.txt,"month, relative-interval", next month,110
473.txt,"month, relative-interval", year,156
329.txt,month, may ,255
329.txt,month, September ,662
329.txt,month, may ,1170
329.txt,month, may ,1361
329.txt,year,2005,251
329.txt,year,2004,552
329.txt,year,2003,936
329.txt,year,2005,1058
329.txt,year,2005,1384
329.txt,year,2005,1820
329.txt,"month, relative-interval", year ,574
329.txt,"month, relative-interval", year ,885
329.txt,"month, relative-interval", year,1870
329.txt,season, fall ,309
329.txt,season, fall ,1473
328.txt,year,2004,266
328.txt,year,2004,368
328.txt,year,2004,1232
328.txt,"month, relative-interval", month,255
328.txt,"month, relative-interval", year ,300
328.txt,"month, relative-interval", month,1221
328.txt,"month, relative-interval", year ,1292
1680.txt,"month, relative-interval", year,2071
314.txt,month, December ,732
314.txt,year,2004,273
314.txt,year,2005,476
314.txt,year,2005,1632
314.txt,"month, relative-interval", last month,250
314.txt,"month, relative-interval", year,326
314.txt,"month, relative-interval", last year,357
314.txt,"month, relative-interval", month ,598
314.txt,"month, relative-interval", month,836
314.txt,"month, relative-interval", last year ,1177
314.txt,"month, relative-interval", last year,1289
314.txt,"month, relative-interval", year ,1531
314.txt,"month, relative-interval", month,2173
314.txt,"month, relative-interval",month ,2183
314.txt,season, fall ,1846
314.txt,season, fall ,2058
472.txt,"month, relative-interval",year,184
472.txt,"month, relative-interval",minute ,239
472.txt,"month, relative-interval", Last year,290
472.txt,"month, relative-interval", year ,571
472.txt,"month, relative-interval",year,591
472.txt,"month, relative-interval", year,647
472.txt,"month, relative-interval", last year,1199
472.txt,"month, relative-interval", last year ,1810
472.txt,"month, relative-interval", year,1968
472.txt,month-year, September 11 ,718
466.txt,month, April ,802
466.txt,year, 1982,390
466.txt,year,2004,809
466.txt,"month, relative-interval", year,214
300.txt,month, may ,944
300.txt,year,2004,143
300.txt,year,2004,403
300.txt,year,2003,452
300.txt,year,2003,605
300.txt,"month, relative-interval", year ,501
300.txt,"month, relative-interval", year ,670
300.txt,"month, relative-interval", month,1038
1694.txt,month, November ,1871
1694.txt,year,2003,1068
1694.txt,year,2004,1881
1694.txt,"month, relative-interval", month,1202
1119.txt,"month, relative-interval",day,125
1119.txt,"month, relative-interval", minute,310
1119.txt,"month, relative-interval", year,2023
499.txt,year, 1998,1399
